MemberID,Category,Gender,AgeGroup,Education,PapersPassed,ExamSystem,AreaOfPractice,OtherMembership,Province,City,JoinYear
ASN1246,Student,Male,30-39,Bachelor,5,IAI,Student / Not yet practicing,Independent,Koshi,Biratnagar,2020
ASN1247,Student,Male,30-39,Master,0,IFoA,Student / Not yet practicing,Independent,Madhesh,Janakpur,2022
ASN1248,Fellow,Male,30-39,Bachelor,15,IAI,Student / Not yet practicing,IAI,Bagmati,Bhaktapur,2024
ASN1249,Student,Female,30-39,Master,0,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2025
ASN1250,Student,Female,30-39,Bachelor,0,SOA,Student / Not yet practicing,IFoA,Koshi,Itahari,2021
ASN1251,Fellow,Male,60+,PhD,15,IFoA,Consulting,CAS,Bagmati,Bhaktapur,2020
ASN1252,Student,Female,20-29,Bachelor,1,IFoA,Data Science & Analytics,CAS,Gandaki,Gorkha,2025
ASN1253,Associate,Male,50-59,Master,9,SOA,Banking & Finance,IAI,Koshi,Dharan,2025
ASN1254,Student,Male,30-39,Bachelor,6,IAI,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2023
ASN1255,Student,Female,50-59,Bachelor,3,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2021
ASN1256,Student,Male,20-29,Bachelor,5,IFoA,Life Insurance,Independent,Koshi,Biratnagar,2023
ASN1257,Student,Female,20-29,Bachelor,6,IFoA,Student / Not yet practicing,IFoA,Gandaki,Gorkha,2023
ASN1258,Student,Male,30-39,Master,6,IAI,Student / Not yet practicing,IFoA,Madhesh,Janakpur,2016
ASN1259,Student,Female,20-29,Bachelor,0,IAI,Student / Not yet practicing,Independent,Sudurpashchim,Dhangadhi,2019
ASN1260,Associate,Male,50-59,Bachelor,10,None yet,Student / Not yet practicing,SOA,Koshi,Biratnagar,2024
ASN1261,Fellow,Male,30-39,Bachelor,14,IFoA,Health,Independent,Madhesh,Birgunj,2024
ASN1262,Associate,Male,30-39,Master,9,SOA,Student / Not yet practicing,Independent,International,Mumbai,2025
ASN1263,Student,Female,20-29,Bachelor,6,IAI,Data Science & Analytics,IFoA,Bagmati,Lalitpur,2023
ASN1264,Student,Male,20-29,Bachelor,2,SOA,Consulting,Independent,Lumbini,Nepalgunj,2025
ASN1265,Associate,Female,50-59,Master,9,IFoA,Academia,Independent,Bagmati,Bhaktapur,2024
ASN1266,Student,Male,40-49,Master,1,IAI,Data Science & Analytics,Independent,Bagmati,Lalitpur,2021
ASN1267,Student,Male,30-39,Bachelor,3,IFoA,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2022
ASN1268,Student,Male,20-29,Master,1,IFoA,Student / Not yet practicing,Independent,Madhesh,Janakpur,2023
ASN1269,Associate,Female,40-49,Master,9,IAI,Enterprise Risk,Independent,Bagmati,Kathmandu,2025
ASN1270,Student,Male,20-29,Bachelor,7,IAI,Student / Not yet practicing,Independent,Gandaki,Gorkha,2024
ASN1271,Student,Male,20-29,Bachelor,4,IAI,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2019
ASN1272,Student,Male,20-29,Other,2,IAI,Student / Not yet practicing,Independent,Madhesh,Birgunj,2022
ASN1273,Associate,Male,40-49,Bachelor,12,IAI,Student / Not yet practicing,IFoA,Bagmati,Bhaktapur,2021
ASN1274,Associate,Male,30-39,Bachelor,11,IFoA,Banking & Finance,IFoA,Madhesh,Janakpur,2024
ASN1275,Student,Female,30-39,Bachelor,1,IFoA,Life Insurance,IAI,Lumbini,Butwal,2018
ASN1276,Student,Male,30-39,Master,8,IFoA,Student / Not yet practicing,Independent,Karnali,Surkhet,2021
ASN1277,Fellow,Female,60+,Bachelor,15,IFoA,Academia,Independent,Bagmati,Kathmandu,2017
ASN1278,Student,Female,20-29,Master,7,IFoA,Data Science & Analytics,SOA,Bagmati,Bhaktapur,2021
ASN1279,Associate,Female,40-49,Master,8,IFoA,Student / Not yet practicing,SOA,Madhesh,Birgunj,2025
ASN1280,Student,Male,30-39,Master,0,IAI,Student / Not yet practicing,Independent,International,London,2023
ASN1281,Fellow,Female,30-39,Bachelor,14,IFoA,Life Insurance,IFoA,Bagmati,Kathmandu,2017
ASN1282,Fellow,Male,40-49,Bachelor,15,IFoA,Pensions & Retirement,Independent,Bagmati,Bhaktapur,2025
ASN1283,Affiliate,Male,40-49,Bachelor,3,IAI,Academia,Independent,Bagmati,Bhaktapur,2024
ASN1284,Student,Male,30-39,Master,4,IAI,Student / Not yet practicing,IFoA,Lumbini,Nepalgunj,2021
ASN1285,Associate,Female,30-39,Bachelor,10,IAI,Data Science & Analytics,SOA,Bagmati,Kathmandu,2021
ASN1286,Student,Male,40-49,Master,3,IAI,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2019
ASN1287,Student,Male,20-29,Bachelor,4,IFoA,Student / Not yet practicing,IFoA,Koshi,Itahari,2021
ASN1288,Fellow,Male,30-39,Bachelor,14,IAI,Enterprise Risk,IFoA,Bagmati,Kathmandu,2021
ASN1289,Student,Female,20-29,Bachelor,0,None yet,Health,SOA,Bagmati,Bhaktapur,2023
ASN1290,Affiliate,Male,20-29,Other,4,IAI,Banking & Finance,Independent,Bagmati,Lalitpur,2025
ASN1291,Student,Male,30-39,Other,8,IAI,Student / Not yet practicing,Independent,Lumbini,Bhairahawa,2023
ASN1292,Student,Male,20-29,Bachelor,1,SOA,Life Insurance,Independent,International,Sydney,2023
ASN1293,Fellow,Male,40-49,Master,13,IFoA,Health,IAI,Gandaki,Gorkha,2025
ASN1294,Student,Female,20-29,Bachelor,1,IAI,Data Science & Analytics,IFoA,International,Dubai,2020
ASN1295,Associate,Male,30-39,Bachelor,9,SOA,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2025
ASN1296,Student,Male,20-29,Bachelor,6,IAI,Data Science & Analytics,Independent,Madhesh,Birgunj,2023
ASN1297,Associate,Male,30-39,Bachelor,12,IAI,Banking & Finance,IFoA,Bagmati,Kathmandu,2025
ASN1298,Student,Male,30-39,Master,5,IFoA,Student / Not yet practicing,Independent,Koshi,Itahari,2023
ASN1299,Fellow,Male,30-39,Bachelor,13,IFoA,Life Insurance,IAI,Madhesh,Birgunj,2023
ASN1300,Student,Male,20-29,Master,7,IAI,Student / Not yet practicing,IFoA,Madhesh,Birgunj,2024
ASN1301,Fellow,Female,50-59,Master,14,IAI,Life Insurance,Independent,Bagmati,Kathmandu,2023
ASN1302,Associate,Male,40-49,PhD,12,IAI,Non-Life Insurance,IFoA,Bagmati,Lalitpur,2023
ASN1303,Associate,Male,20-29,Bachelor,11,SOA,Banking & Finance,SOA,Lumbini,Nepalgunj,2020
ASN1304,Affiliate,Female,40-49,Master,0,IAI,Life Insurance,Independent,Bagmati,Kathmandu,2022
ASN1305,Student,Male,50-59,Bachelor,8,IFoA,Student / Not yet practicing,IAI,Sudurpashchim,Dhangadhi,2023
ASN1306,Student,Male,30-39,Master,7,IAI,Data Science & Analytics,IAI,Gandaki,Pokhara,2021
ASN1307,Student,Female,20-29,Bachelor,0,IAI,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2024
ASN1308,Student,Male,30-39,Bachelor,0,IFoA,Student / Not yet practicing,IAI,Bagmati,Bhaktapur,2023
ASN1309,Student,Female,30-39,Bachelor,4,IAI,Student / Not yet practicing,Independent,Sudurpashchim,Dhangadhi,2025
ASN1310,Affiliate,Male,30-39,Bachelor,1,IAI,Health,IAI,Bagmati,Bhaktapur,2025
ASN1311,Student,Male,30-39,Master,8,IAI,Student / Not yet practicing,IAI,International,Mumbai,2024
ASN1312,Student,Male,20-29,Master,2,IAI,Student / Not yet practicing,SACTUARY,Bagmati,Lalitpur,2021
ASN1313,Student,Female,20-29,Bachelor,1,IFoA,Pensions & Retirement,Independent,International,London,2019
ASN1314,Fellow,Male,50-59,Master,14,SOA,Life Insurance,Independent,Bagmati,Kathmandu,2025
ASN1315,Fellow,Male,50-59,Master,13,IFoA,Consulting,Independent,Bagmati,Lalitpur,2021
ASN1316,Fellow,Female,30-39,Bachelor,13,IAI,Life Insurance,Independent,Bagmati,Bhaktapur,2019
ASN1317,Student,Female,30-39,Master,8,IAI,Consulting,IFoA,Koshi,Biratnagar,2024
ASN1318,Affiliate,Male,40-49,Bachelor,4,SOA,Health,IFoA,Bagmati,Lalitpur,2022
ASN1319,Associate,Male,20-29,Bachelor,12,IFoA,Reinsurance,IFoA,Bagmati,Kathmandu,2023
ASN1320,Student,Female,30-39,Bachelor,1,IFoA,Health,CAS,International,Sydney,2025
ASN1321,Student,Female,40-49,Bachelor,6,IAI,Non-Life Insurance,SOA,Bagmati,Lalitpur,2024
ASN1322,Student,Female,20-29,Master,3,IAI,Life Insurance,SACTUARY,Bagmati,Bhaktapur,2024
ASN1323,Student,Male,20-29,Master,2,IFoA,Consulting,Independent,Bagmati,Kathmandu,2022
ASN1324,Fellow,Male,30-39,Bachelor,14,None yet,Non-Life Insurance,SOA,Bagmati,Lalitpur,2025
ASN1325,Associate,Male,20-29,Master,12,IAI,Data Science & Analytics,Independent,Bagmati,Kathmandu,2021
ASN1326,Student,Female,20-29,Master,8,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2018
ASN1327,Student,Male,20-29,Bachelor,0,IAI,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2023
ASN1328,Student,Male,30-39,Master,8,IFoA,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2021
ASN1329,Fellow,Female,30-39,Master,14,IFoA,Pensions & Retirement,IFoA,Bagmati,Lalitpur,2023
ASN1330,Student,Male,20-29,Other,3,IFoA,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2021
ASN1331,Affiliate,Female,40-49,Bachelor,4,IAI,Life Insurance,Independent,Bagmati,Kathmandu,2023
ASN1332,Student,Male,20-29,Bachelor,8,IFoA,Health,IFoA,Bagmati,Kathmandu,2024
ASN1333,Student,Male,30-39,Master,0,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2017
ASN1334,Associate,Female,30-39,Bachelor,12,IFoA,Reinsurance,IFoA,Gandaki,Pokhara,2020
ASN1335,Fellow,Male,40-49,Master,14,SOA,Banking & Finance,Independent,Bagmati,Bhaktapur,2017
ASN1336,Associate,Male,30-39,Bachelor,8,IFoA,Pensions & Retirement,IAI,Koshi,Itahari,2023
ASN1337,Student,Male,20-29,Bachelor,2,IFoA,Student / Not yet practicing,SOA,Bagmati,Kathmandu,2025
ASN1338,Associate,Female,30-39,Bachelor,12,IAI,Student / Not yet practicing,CAS,International,London,2025
ASN1339,Student,Female,20-29,Master,2,IFoA,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2025
ASN1340,Fellow,Female,50-59,PhD,13,IAI,Life Insurance,IAI,Koshi,Itahari,2023
ASN1341,Affiliate,Male,50-59,Master,0,IFoA,Non-Life Insurance,Independent,Bagmati,Bhaktapur,2022
ASN1342,Fellow,Male,30-39,Bachelor,14,IFoA,Data Science & Analytics,IFoA,Madhesh,Janakpur,2023
ASN1343,Student,Male,20-29,Bachelor,7,IAI,Student / Not yet practicing,Independent,Madhesh,Birgunj,2025
ASN1344,Associate,Male,20-29,Master,10,IAI,Non-Life Insurance,IFoA,Gandaki,Pokhara,2017
ASN1345,Student,Male,30-39,Bachelor,2,IFoA,Student / Not yet practicing,Independent,Madhesh,Janakpur,2016
ASN1346,Fellow,Female,60+,Master,15,None yet,Student / Not yet practicing,IFoA,Madhesh,Janakpur,2016
ASN1347,Associate,Male,40-49,Master,10,IFoA,Non-Life Insurance,SOA,International,Toronto,2023
ASN1348,Student,Female,30-39,Bachelor,3,SOA,Student / Not yet practicing,Independent,Gandaki,Pokhara,2024
ASN1349,Student,Male,30-39,Master,3,IFoA,Student / Not yet practicing,IAI,Bagmati,Kathmandu,2025
ASN1350,Student,Male,20-29,Master,5,IFoA,Student / Not yet practicing,Independent,Madhesh,Birgunj,2016
ASN1351,Student,Female,30-39,Master,3,IFoA,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2025
ASN1352,Affiliate,Female,50-59,Master,4,IFoA,Life Insurance,Independent,Lumbini,Nepalgunj,2019
ASN1353,Student,Male,20-29,Bachelor,4,IAI,Banking & Finance,Independent,Bagmati,Lalitpur,2022
ASN1354,Associate,Male,40-49,Master,8,IAI,Banking & Finance,IFoA,Bagmati,Lalitpur,2025
ASN1355,Associate,Male,30-39,Bachelor,12,IFoA,Student / Not yet practicing,IFoA,Madhesh,Janakpur,2021
ASN1356,Student,Male,20-29,Master,7,IFoA,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2025
ASN1357,Associate,Male,50-59,Master,11,SOA,Pensions & Retirement,Independent,Bagmati,Kathmandu,2021
ASN1358,Student,Female,20-29,Bachelor,6,SOA,Data Science & Analytics,Independent,Bagmati,Kathmandu,2022
ASN1359,Student,Male,40-49,Master,6,IAI,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2024
ASN1360,Fellow,Male,30-39,Other,15,SOA,Reinsurance,Independent,Bagmati,Bhaktapur,2022
ASN1361,Associate,Male,50-59,Bachelor,9,IAI,Non-Life Insurance,IFoA,Bagmati,Lalitpur,2023
ASN1362,Student,Male,30-39,Master,5,IAI,Banking & Finance,Independent,International,Sydney,2022
ASN1363,Student,Female,30-39,Master,5,CAS,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2023
ASN1364,Student,Male,30-39,Bachelor,0,SOA,Data Science & Analytics,Independent,Gandaki,Gorkha,2024
ASN1365,Associate,Male,20-29,Master,9,IAI,Health,IFoA,Madhesh,Birgunj,2021
ASN1366,Associate,Female,30-39,Bachelor,9,IAI,Health,Independent,Bagmati,Kathmandu,2025
ASN1367,Student,Female,20-29,Bachelor,1,IAI,Pensions & Retirement,Independent,Gandaki,Gorkha,2021
ASN1368,Associate,Male,40-49,Master,9,IAI,Banking & Finance,IFoA,Bagmati,Kathmandu,2022
ASN1369,Student,Male,20-29,Bachelor,6,IAI,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2019
ASN1370,Student,Male,30-39,Bachelor,0,IAI,Life Insurance,IFoA,Bagmati,Bhaktapur,2023
ASN1371,Student,Female,20-29,Bachelor,7,IAI,Student / Not yet practicing,Independent,Lumbini,Bhairahawa,2025
ASN1372,Student,Male,30-39,Master,7,IFoA,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2025
ASN1373,Student,Female,30-39,Master,5,None yet,Data Science & Analytics,Independent,Lumbini,Nepalgunj,2023
ASN1374,Student,Male,20-29,Other,8,IAI,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2025
ASN1375,Student,Male,20-29,Master,1,IAI,Student / Not yet practicing,Independent,Bagmati,Bhaktapur,2022
ASN1376,Student,Male,20-29,Bachelor,0,IAI,Academia,Independent,Bagmati,Kathmandu,2018
ASN1377,Associate,Female,20-29,Master,12,IFoA,Non-Life Insurance,IAI,Koshi,Dharan,2023
ASN1378,Student,Female,30-39,Bachelor,8,IFoA,Non-Life Insurance,Independent,International,Sydney,2025
ASN1379,Associate,Male,30-39,PhD,8,None yet,Life Insurance,SOA,Koshi,Biratnagar,2017
ASN1380,Associate,Male,30-39,Master,9,IFoA,Data Science & Analytics,SOA,Bagmati,Kathmandu,2021
ASN1381,Associate,Male,20-29,Bachelor,8,IFoA,Banking & Finance,Independent,Madhesh,Birgunj,2023
ASN1382,Fellow,Female,40-49,Bachelor,14,IAI,Non-Life Insurance,IAI,Madhesh,Birgunj,2023
ASN1383,Fellow,Female,50-59,Bachelor,15,IAI,Non-Life Insurance,Independent,Koshi,Dharan,2022
ASN1384,Student,Female,20-29,Bachelor,4,IFoA,Life Insurance,Independent,Bagmati,Lalitpur,2023
ASN1385,Student,Male,40-49,Bachelor,6,IFoA,Student / Not yet practicing,IAI,Bagmati,Lalitpur,2022
ASN1386,Student,Male,30-39,Bachelor,3,SOA,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2023
ASN1387,Associate,Male,50-59,Bachelor,10,IFoA,Non-Life Insurance,IAI,Bagmati,Kathmandu,2019
ASN1388,Fellow,Female,60+,Bachelor,14,IAI,Student / Not yet practicing,IFoA,Bagmati,Lalitpur,2024
ASN1389,Student,Female,50-59,Bachelor,6,None yet,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2022
ASN1390,Student,Female,40-49,Master,1,IAI,Student / Not yet practicing,SOA,Bagmati,Lalitpur,2024
ASN1391,Student,Male,20-29,Master,1,SOA,Student / Not yet practicing,Independent,Madhesh,Janakpur,2025
ASN1392,Student,Female,20-29,Bachelor,4,IFoA,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2021
ASN1393,Affiliate,Male,30-39,Master,1,IFoA,Academia,SOA,Sudurpashchim,Dhangadhi,2023
ASN1394,Student,Male,20-29,Bachelor,5,IAI,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2020
ASN1395,Associate,Male,30-39,Master,12,IAI,Life Insurance,Independent,Bagmati,Kathmandu,2025
ASN1396,Affiliate,Male,40-49,Master,0,None yet,Student / Not yet practicing,SOA,Bagmati,Kathmandu,2019
ASN1397,Student,Female,20-29,Bachelor,8,IFoA,Banking & Finance,Independent,Bagmati,Lalitpur,2019
ASN1398,Student,Male,20-29,Bachelor,5,IAI,Enterprise Risk,Independent,Koshi,Biratnagar,2022
ASN1399,Student,Female,20-29,Bachelor,0,IAI,Student / Not yet practicing,Independent,International,New York,2022
ASN1400,Fellow,Female,40-49,Bachelor,13,IAI,Pensions & Retirement,SOA,Bagmati,Kathmandu,2021
ASN1401,Student,Male,20-29,Bachelor,2,IFoA,Banking & Finance,CAS,Koshi,Dharan,2020
ASN1402,Affiliate,Male,20-29,Bachelor,2,IAI,Pensions & Retirement,IFoA,Lumbini,Nepalgunj,2020
ASN1403,Associate,Male,50-59,PhD,11,IFoA,Consulting,CAS,Sudurpashchim,Dhangadhi,2021
ASN1404,Student,Male,20-29,Bachelor,7,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2024
ASN1405,Fellow,Female,50-59,Bachelor,15,IAI,Non-Life Insurance,IFoA,Bagmati,Kathmandu,2023
ASN1406,Student,Female,20-29,Master,6,SOA,Student / Not yet practicing,Independent,Bagmati,Lalitpur,2024
ASN1407,Associate,Male,30-39,Bachelor,12,SOA,Non-Life Insurance,IAI,Karnali,Surkhet,2022
ASN1408,Student,Male,20-29,Bachelor,8,IAI,Student / Not yet practicing,Independent,Bagmati,Kathmandu,2022
ASN1409,Associate,Male,40-49,Bachelor,8,CAS,Enterprise Risk,IAI,Bagmati,Kathmandu,2019
ASN1410,Student,Female,30-39,Bachelor,3,IAI,Student / Not yet practicing,Independent,Koshi,Biratnagar,2021
ASN1411,Student,Male,30-39,Master,4,IAI,Student / Not yet practicing,Independent,Karnali,Surkhet,2021
ASN1412,Student,Male,30-39,Bachelor,2,SOA,Academia,Independent,Madhesh,Birgunj,2025
ASN1413,Student,Female,40-49,Bachelor,2,None yet,Banking & Finance,Independent,Bagmati,Lalitpur,2024
ASN1414,Student,Female,20-29,Bachelor,7,IFoA,Life Insurance,Independent,Madhesh,Birgunj,2022
ASN1415,Student,Male,20-29,Bachelor,6,IFoA,Data Science & Analytics,IFoA,Koshi,Itahari,2021
ASN1416,Student,Male,20-29,Bachelor,3,IFoA,Life Insurance,Independent,Bagmati,Bhaktapur,2023
ASN1417,Associate,Male,40-49,Bachelor,10,IFoA,Non-Life Insurance,IFoA,Bagmati,Lalitpur,2025
ASN1418,Student,Female,60+,Bachelor,4,SOA,Student / Not yet practicing,Independent,International,Dubai,2024
ASN1419,Fellow,Male,40-49,Bachelor,14,CAS,Data Science & Analytics,IFoA,Bagmati,Kathmandu,2018
